data,cidade,temperatura_max_c,temperatura_min_c,umidade_pct,pressao_hpa,vento_kmh,precipitacao_mm
2023-08-05,São Paulo,30.8,14.4,56.2,1010.9,23.3,0.0
2024-12-10,São Paulo,20.5,9.7,71.8,1017.1,4.6,0.0
2023-12-10,São Paulo,20.0,9.3,"66,6",1009.5,11.1,3.4
2024-07-15,São Paulo,"30,7",19.3,59.6,1017.3,15.1,
2024-02-22,São Paulo,22.2,12.9,68.2,1006.3,6.9,0.0
2023-12-31,São Paulo,17.9,"12,4",,1016.4,,26.3
2024-10-12,São Paulo,28.3,"10,1",75.0,1015.9,22.0,0.0
2023-05-28,São Paulo,27.6,,"61,1",1018.9,19.9,20.0
2023-01-15,São Paulo,,11.7,92.6,1014.8,,0.0
2023-06-24,São Paulo,26.7,23.3,50.1,1011.4,7.7,0.0
2023-03-28,São Paulo,21.0,13.8,76.6,1005.1,5.7,0.0
2024-01-06,São Paulo,18.1,11.2,73.2,1019.7,3.7,0.0
2023-06-15,São Paulo,27.2,,71.0,1017.8,19.5,3.7
2024-10-13,São Paulo,23.8,14.6,70.9,1010.3,4.3,0.0
2023-12-02,São Paulo,"17,0",9.4,76.4,1017.3,6.2,0.0
2023-03-01,SÃO PAULO,21.8,10.1,60.6,1015.7,6.7,0.0
2024-10-05,São Paulo,25.4,"15,8",65.3,1015.2,22.6,1.7
2024-03-21,São Paulo,18.2,11.5,75.1,1015.7,27.6,0.0
2023-06-14,São Paulo,30.9,21.1,47.5,1014.3,9.7,0.0
2023-12-21,São Paulo,20.9,9.7,83.1,1021.1,3.0,15.1
2024-04-27,São Paulo,25.4,14.7,65.7,1014.5,3.8,78.6
2023-10-20,São Paulo,26.8,15.7,77.3,1012.5,14.5,0.0
2023-02-11,São Paulo,19.8,11.0,80.9,1009.3,6.8,14.5
2023-12-28,Sao Paulo,19.1,11.7,,1014.6,10.4,0.0
2023-11-26,São Paulo,18.9,11.5,76.5,1012.1,35.4,0.0
2024-05-11,sao paulo ,"22,5",16.1,64.0,1005.4,18.6,15.6
2023-03-21,São Paulo,20.7,12.5,,1015.5,6.5,0.0
2024-07-13,São Paulo,28.0,20.3,55.3,1006.5,18.6,11.7
2023-01-29,São Paulo,19.1,10.9,76.0,1009.9,9.3,0.0
2024-03-01,Sao Paulo,19.0,11.5,78.2,1009.9,4.5,59.2
2024-05-02,São Paulo,26.7,"14,3",79.2,1017.9,3.9,23.4
2024-04-04,São Paulo,22.8,"16,8",,1018.1,9.3,0.0
2024-04-23,São Paulo,24.8,16.2,61.0,1018.7,10.4,0.0
2024-01-14,São Paulo,21.5,"11,5","76,5",1015.6,6.9,0.0
2023-09-12,São Paulo,26.8,18.9,"61,0",1011.2,3.0,0.0
2024-04-12,São Paulo,27.9,17.4,75.0,1009.0,3.3,0.0
2024-01-19,São Paulo,"15,3",10.2,"67,7",1009.7,2.9,0.0
2023-11-10,São Paulo,22.4,11.5,,1019.1,20.3,0.0
2023-03-26,São Paulo,"19,2",13.8,"62,9",1020.5,5.1,0.0
2023-03-04,São Paulo,,"12,3","74,2",1008.3,25.6,0.0
2024-12-24,São Paulo,"15,1",13.0,79.5,1019.3,18.4,7.7
2023-05-17,São Paulo,27.7,16.8,74.4,1017.0,8.5,8.3
2023-04-22,São Paulo,25.1,18.7,68.9,1014.5,9.1,0.0
2023-07-14,São Paulo,27.6,23.4,62.3,,,0.0
2023-12-07,São Paulo,14.3,9.1,76.0,1013.6,9.7,0.0
2023-06-28,São Paulo,"29,4",17.8,51.7,1012.0,7.2,3.0
2023-02-13,São Paulo,"19,2",10.6,81.8,1012.8,16.9,0.0
2024-06-25,São Paulo,27.8,19.0,62.1,1012.9,11.4,7.0
2023-12-14,São Paulo,20.2,9.7,"84,3",1014.9,5.9,0.0
2024-02-23,São Paulo,19.2,12.9,82.2,1016.3,12.5,0.0
2023-10-21,São Paulo,"17,8",10.8,74.7,,,0.0
2023-05-10,São Paulo,"24,3",15.2,57.6,1017.6,15.0,0.0
2024-11-02,São Paulo,22.7,13.1,75.0,1008.7,3.0,0.0
2024-07-12,São Paulo,"27,3",21.5,"60,1",1011.4,8.7,0.0
2023-08-07,São Paulo,29.3,13.1,"51,7",1019.3,9.6,0.0
2023-04-07,São Paulo,20.1,14.0,76.4,1006.7,8.9,0.0
2023-05-05,São Paulo,27.7,"16,6",52.8,1014.6,10.3,
2024-12-06,São Paulo,17.2,10.3,67.6,1009.5,10.2,0.0
2023-08-15,São Paulo,34.8,23.4,60.4,1003.7,15.7,6.0
2023-06-27,São Paulo,30.0,19.8,"59,3",1008.6,0.9,19.5
2023-09-26,São Paulo,"26,1","18,2",66.1,1007.7,2.9,0.0
2024-12-18,São Paulo,20.1,10.0,76.7,1011.1,,0.0
2024-02-02,São Paulo,"18,8",9.8,"71,1",1009.7,16.4,0.0
2024-12-05,São Paulo,21.7,11.0,94.6,1013.3,11.2,0.0
2024-04-08,São Paulo,18.7,17.9,64.1,1014.1,10.7,0.0
2023-04-14,São Paulo,"25,4",13.5,"66,6",1023.3,5.7,0.0
2023-03-23, são paulo ,20.1,13.4,"73,4",1013.5,4.5,0.0
2024-05-30,São Paulo,"28,9",17.7,64.3,1014.2,14.6,0.0
2023-07-27,São Paulo,27.2,21.6,"56,0",1011.2,1.9,21.6
2024-01-08,São Paulo,,11.0,83.4,,14.7,0.0
2023-09-22,São Paulo,27.4,17.6,60.4,1010.6,26.1,11.5
2024-06-26,São Paulo,30.2,20.4,52.1,1011.4,26.8,0.0
2023-12-04,São Paulo,20.2,"13,9",74.8,1017.6,26.1,0.0
2024-01-18,São Paulo,14.5,9.6,72.1,1014.5,9.4,0.0
2023-08-16,São Paulo,33.3,19.3,66.6,1005.6,4.2,0.0
2024-10-15,São Paulo,"21,5",11.8,68.5,1010.7,11.7,0.0
2023-10-29,São Paulo,19.3,"13,0","65,9",1017.4,2.2,0.0
2024-10-19,São Paulo,24.0,15.2,75.4,,,9.4
2023-10-03,São Paulo,"26,2",17.3,66.7,1015.6,0.9,0.0
2023-05-07,São Paulo,29.3,17.5,60.6,1011.9,11.4,10.9
2024-04-10,São Paulo,22.4,12.3,64.8,1012.3,7.2,0.0
2023-09-21,São Paulo,25.3,16.9,66.5,1017.0,33.8,
2024-11-20,São Paulo,"19,6",11.7,80.2,1016.0,12.1,0.0
2023-07-19,São Paulo,29.6,20.0,,1006.4,17.3,0.0
2023-09-11,São Paulo,25.2,18.5,"65,1",1011.5,7.6,0.0
2023-06-21,São Paulo,30.4,"19,3","60,8",1023.1,13.4,1.1
2023-08-26,São Paulo,"28,2","20,5",63.6,1006.9,13.4,0.0
2023-02-06,Sao Paulo,18.2,"9,4",83.6,1014.1,5.2,0.0
2023-05-20,São Paulo,,18.2,71.3,1014.0,21.2,16.7
2023-10-31,São Paulo,21.7,,71.7,1012.5,23.9,0.0
2023-09-25,sao paulo ,26.9,17.0,66.7,1008.0,10.8,0.0
2023-11-19,São Paulo,23.2,16.6,"79,7",1010.7,16.7,0.0
2024-11-05,São Paulo,,14.5,75.1,1019.1,17.2,21.5
2024-06-18,São Paulo,25.9,19.2,62.9,1012.3,12.1,0.0
2023-08-01,São Paulo,29.9,22.0,59.0,1006.4,4.4,5.0
2024-01-20,São Paulo,14.5,10.2,"80,2",1009.1,5.0,0.0
2023-07-18,São Paulo,30.0,"20,1",74.3,1015.8,7.8,0.0
2024-02-10,São Paulo,"18,0",10.6,,1005.3,27.4,0.0
2023-12-22,SÃO PAULO,19.0,7.9,84.8,1006.1,24.3,0.0
2024-07-06,São Paulo,30.6,21.4,69.7,1017.6,38.5,11.5
2024-02-09,São Paulo,19.7,12.8,77.8,1014.1,6.9,
2023-01-16,São Paulo,"16,1","13,2",71.3,1015.4,0.9,0.0
2023-06-13,sao paulo ,27.2,18.6,,1013.6,11.5,
2024-09-08,São Paulo,29.1,16.6,51.2,,2.8,20.9
2023-10-30,São Paulo,,14.7,,1021.8,27.6,0.0
2023-08-30,São Paulo,28.1,"19,0",48.8,1012.0,7.4,0.0
2023-12-09,São Paulo,19.3,"8,1",78.6,1017.2,6.8,7.1
2023-02-07,sao paulo ,16.6,8.1,72.1,1014.9,41.1,0.0
2024-01-22,São Paulo,19.0,"9,4","77,6",1018.5,3.2,
2024-09-29,São Paulo,23.2,18.6,76.6,1009.3,8.1,1.7
2024-03-30,São Paulo,22.5,11.1,69.1,1010.9,15.2,0.0
2023-07-26,São Paulo,28.1,19.8,"61,8",1015.4,14.3,0.0
2023-10-23,São Paulo,23.6,10.5,84.9,1018.5,13.9,0.0
2024-08-13,São Paulo,26.6,18.4,68.1,,5.8,0.0
2024-07-22,São Paulo,"31,2",,"67,9",1006.5,9.3,8.7
2023-03-15,São Paulo,21.9,14.7,69.5,1015.4,11.7,10.5
2023-04-04,São Paulo,22.6,"10,6","68,3",1015.8,22.7,0.0
2023-04-15,São Paulo,21.8,13.3,63.2,1010.0,5.9,0.0
2024-07-27,São Paulo,27.9,19.5,64.6,1005.7,7.2,6.1
2024-06-09,São Paulo,,20.4,57.3,1017.2,7.5,0.0
2023-01-17,São Paulo,"18,8",10.9,77.7,1011.3,14.7,0.0
2024-03-15,São Paulo,21.9,10.4,"81,6",1012.8,11.3,0.0
2023-04-02,São Paulo,22.3,11.7,70.2,1014.8,11.1,0.0
2023-03-30,São Paulo,23.3,11.5,63.5,1013.1,6.5,0.0
2023-11-07,São Paulo,24.3,"14,9",66.0,1014.9,28.3,
2024-02-01,São Paulo,19.9,10.0,81.9,1015.5,12.3,0.0
2024-03-26,São Paulo,21.7,14.8,"76,7",1009.2,11.9,0.0
2023-07-25,São Paulo,,17.9,60.1,1010.4,8.0,
2023-04-13,São Paulo,22.9,14.0,,1016.7,13.1,0.0
2023-08-27,São Paulo,26.2,18.8,,1017.1,5.4,39.9
2024-06-16,São Paulo,"28,3","18,6",61.8,1011.5,20.1,4.7
2024-03-06,São Paulo,17.9,11.2,69.6,1013.8,31.1,0.0
2023-09-04,São Paulo,25.5,,69.6,1012.5,3.6,15.4
2024-03-02,São Paulo,,14.2,67.5,1019.6,9.5,0.0
2024-06-12,São Paulo,29.6,18.3,64.0,1018.2,22.4,0.0
2023-06-07,São Paulo,30.8,14.4,57.7,1015.6,16.9,0.0
2024-04-24,São Paulo,30.6,17.3,69.1,1011.1,7.1,0.0
2023-11-23,São Paulo,16.9,12.7,77.9,1006.2,2.8,0.0
2023-05-14,São Paulo,26.3,16.1,68.1,1004.1,4.9,0.0
2024-09-18,São Paulo,25.8,16.3,61.8,1016.4,41.6,0.0
2024-09-01,São Paulo,29.3,"17,0",54.7,1016.5,1.7,0.0
2023-12-26,SÃO PAULO,18.0,9.2,84.0,1011.3,2.4,27.1
2024-03-29,São Paulo,,13.5,54.6,1019.6,25.7,0.0
2023-01-19,SÃO PAULO,19.9,8.4,,1016.9,3.0,0.0
2024-06-07,São Paulo,28.3,"17,6",60.4,1013.5,16.9,0.0
2023-05-02,São Paulo,26.0,18.0,63.1,1015.0,5.9,0.0
2024-11-27,SÃO PAULO,14.8,13.3,80.8,1011.7,5.4,0.0
2023-10-02, são paulo ,28.9,16.8,59.4,1018.3,2.9,6.3
2024-03-09,São Paulo,16.4,,72.5,1018.4,15.6,0.0
2024-10-24,São Paulo,21.1,15.0,71.4,1019.3,14.2,58.7
2023-11-08,São Paulo,22.6,14.3,84.1,1017.9,5.2,0.0
2024-08-05,São Paulo,29.0,20.4,52.3,1023.5,14.9,0.0
2024-09-10,São Paulo,26.0,17.6,66.8,1011.5,4.0,0.0
2023-07-01,sao paulo ,30.3,20.8,64.2,1011.6,20.0,
2023-07-04,São Paulo,"30,8",,"59,5",1010.2,12.3,15.1
2024-02-11,São Paulo,"18,4",10.6,76.7,1017.2,6.8,0.0
2024-06-04,sao paulo ,26.4,21.5,62.6,1008.4,11.9,2.5
2024-01-16,São Paulo,"18,2",9.5,85.3,1013.7,13.7,0.0
2024-02-15,São Paulo,15.6,6.5,74.9,1013.8,,
2024-01-05,Sao Paulo,19.9,"12,1",80.2,1018.3,2.1,0.0
2024-08-25,São Paulo,31.4,"19,3",60.5,1015.7,25.0,0.0
2024-07-10,São Paulo,28.3,19.9,63.5,1016.0,4.2,11.9
2023-03-20,São Paulo,22.7,13.1,73.0,1008.6,3.6,0.0
2024-08-23,São Paulo,29.9,17.0,63.8,1010.9,13.0,76.0
2024-12-29,São Paulo,15.7,"10,8",84.0,1013.9,16.7,68.5
2024-09-06,São Paulo,25.9,22.3,63.6,1005.3,14.0,0.0
2024-11-12,São Paulo,22.6,9.8,77.0,1013.5,7.0,9.2
2024-02-21,São Paulo,21.6,10.3,86.6,1007.7,13.4,0.6
2024-06-30,São Paulo,"30,2",22.7,67.5,1018.6,4.6,10.9
2023-03-09,São Paulo,19.3,"13,8",79.8,1003.5,7.7,0.0
2024-06-20,São Paulo,"28,2",20.7,57.8,1007.9,25.7,14.5
2023-03-19,São Paulo,21.5,12.1,"83,8",1014.7,20.5,0.0
2023-04-16,São Paulo,23.5,14.4,71.0,1011.0,3.6,0.0
2024-05-29,São Paulo,29.8,18.5,51.8,1001.6,24.0,0.0
2024-07-31,São Paulo,32.5,14.8,62.1,1016.9,4.9,10.7
2024-10-06,São Paulo,24.2,"16,4",76.9,1013.9,30.1,0.0
2024-11-22,São Paulo,"19,8",12.6,69.7,1013.0,12.7,0.0
2024-07-28,São Paulo,"30,3","15,4","57,5",1020.0,21.3,8.2
2024-05-05,São Paulo,28.4,19.0,56.0,1010.2,2.9,0.0
2023-02-03,São Paulo,16.5,"10,9",72.8,1013.6,,0.0
2024-09-17,São Paulo,25.6,16.6,"62,6",1016.0,10.6,0.0
2023-12-30,São Paulo,,,"83,7",1004.6,16.7,0.0
2023-03-11,São Paulo,20.1,10.6,77.7,1013.6,11.4,0.0
2024-07-02,São Paulo,"31,4",19.5,52.7,1015.6,8.7,28.4
2023-06-10,São Paulo,26.7,,66.5,1013.8,12.1,22.3
2023-01-12,São Paulo,19.7,8.2,"66,4",1017.3,28.2,0.0
2023-05-25,São Paulo,25.9,14.6,66.9,1016.3,4.0,5.6
2024-06-01,São Paulo,26.8,,65.7,1012.8,,0.0
2024-03-03,São Paulo,23.7,7.2,80.0,1010.3,13.2,0.0
2023-06-26,São Paulo,33.1,17.4,60.7,1016.2,3.5,20.6
2024-03-16,São Paulo,20.6,9.1,78.6,1013.0,13.5,0.0
2024-06-05,São Paulo,26.6,17.4,60.8,1012.4,5.7,47.3
2024-10-07,São Paulo,24.5,16.7,62.4,1017.8,,0.0
2024-11-26,sao paulo ,18.3,13.2,71.8,1011.4,4.3,0.0
2023-08-20,São Paulo,27.7,17.3,58.5,1013.4,9.8,10.2
2023-07-30,São Paulo,31.9,21.5,61.1,1010.2,8.3,17.8
2023-05-24,São Paulo,"28,2",14.6,72.1,1024.1,9.5,0.0
2024-06-03,São Paulo,"32,0","20,5","59,2",1012.7,2.1,0.0
2023-12-23,sao paulo ,19.0,7.6,82.1,1015.0,,0.0
2023-10-26,São Paulo,"19,1",16.0,64.7,1010.2,7.8,0.0
2024-03-04,São Paulo,17.0,9.1,82.8,1010.3,4.3,0.0
2024-11-15,São Paulo,20.0,"10,9",69.5,1010.9,8.1,0.0
2023-01-09,São Paulo,18.0,6.0,80.6,1012.3,28.9,0.0
2023-06-06,São Paulo,28.9,18.1,64.3,1016.0,,0.0
2024-06-23,São Paulo,,22.4,56.7,1019.9,13.1,0.0
2024-05-21,Sao Paulo,32.8,18.9,61.6,1009.6,23.0,8.5
2024-03-12,São Paulo,19.5,15.5,72.9,1012.8,5.2,0.0
2023-09-24,SÃO PAULO,,17.0,66.8,1005.3,8.3,0.0
2024-04-06,São Paulo,,"13,7",78.4,1012.9,15.3,0.0
2024-07-30,São Paulo,32.8,22.1,54.3,1016.1,20.2,17.4
2023-12-05,São Paulo,22.0,11.1,,1015.2,17.6,0.0
2023-09-13,São Paulo,28.9,15.1,61.5,1016.1,5.8,10.4
2024-08-21,São Paulo,29.4,20.4,53.2,1012.6,8.4,12.5
2024-11-04,São Paulo,19.1,12.2,71.3,1015.0,13.4,0.0
2024-07-14,São Paulo,,19.2,60.8,,13.4,0.0
2023-07-28,São Paulo,28.0,21.5,"59,7",1016.9,17.2,4.5
2023-10-15,São Paulo,24.2,14.5,75.2,1020.3,8.2,0.0
2023-01-02,São Paulo,15.9,11.1,82.5,1013.7,17.6,0.0
2023-12-08,São Paulo,19.9,10.6,75.5,1012.3,5.2,75.7
2023-09-27,São Paulo,25.9,16.5,66.6,1012.4,14.3,0.0
2023-09-23,São Paulo,28.5,18.3,63.0,1005.6,11.9,0.0
2024-08-28,São Paulo,29.6,"19,5","62,5",1015.3,8.5,0.0
2024-08-31,São Paulo,,18.1,61.0,,34.8,8.9
2023-04-06,São Paulo,19.8,14.2,76.4,1016.9,17.0,0.0
2024-12-14,SÃO PAULO,18.8,10.4,78.9,1017.6,4.0,0.0
2023-02-12,São Paulo,17.2,13.0,77.6,1008.8,20.7,0.0
2024-08-20,São Paulo,"30,7",18.9,55.3,1018.9,20.0,0.0
2024-07-11,São Paulo,27.7,23.6,62.9,1014.6,8.8,11.2
2024-09-24, são paulo ,25.2,18.3,67.1,1012.5,4.8,0.0
2023-02-15,São Paulo,19.3,8.7,"78,4",1009.4,10.9,0.0
2023-06-11,São Paulo,27.3,18.4,68.9,1008.3,12.8,0.0
2023-10-16,São Paulo,,16.1,"65,4",1009.5,15.8,0.0
2024-08-12,SÃO PAULO,32.9,18.1,"53,8",1015.0,15.0,12.9
2024-10-22, são paulo ,19.5,17.0,66.4,1014.0,5.9,23.5
2024-12-03,São Paulo,17.2,8.3,81.1,1008.2,27.1,0.0
2024-07-29,São Paulo,26.6,18.1,66.2,1016.3,10.6,0.0
2023-11-12,São Paulo,20.6,11.8,75.8,1016.6,8.4,0.0
2023-08-19,São Paulo,"25,8",19.4,53.3,1011.3,9.4,35.7
2024-09-03,São Paulo,28.5,"19,1",61.8,1009.6,4.8,0.0
2023-03-18,São Paulo,,10.3,69.2,1011.2,,0.0
2024-12-17,São Paulo,15.2,13.3,82.5,1015.2,13.0,0.0
2023-09-05,São Paulo,31.9,15.7,62.6,1013.3,10.9,45.1
2024-04-21,São Paulo,"26,9",13.9,64.9,1010.4,25.3,0.0
2023-03-27,São Paulo,23.0,12.6,"68,6",1010.8,3.5,5.4
2024-04-14,São Paulo,21.8,12.5,67.8,1011.6,12.6,0.0
2023-08-14,São Paulo,29.8,18.5,62.7,1015.5,9.9,14.8
2023-11-28,São Paulo,21.3,10.8,75.0,1020.6,6.3,0.0
2023-08-22,São Paulo,31.5,"19,0",64.4,1021.4,3.8,1.2
2024-08-11,São Paulo,29.9,21.6,65.6,1010.4,26.2,6.3
2024-04-20,São Paulo,23.7,14.1,62.2,1012.9,12.5,
2024-10-21,São Paulo,22.6,13.3,71.3,1018.5,11.8,0.0
2024-08-22,São Paulo,24.9,15.6,72.3,1009.9,20.1,47.2
2024-02-26,São Paulo,17.7,11.7,78.1,1005.6,19.0,0.0
2023-07-02,São Paulo,"28,9",18.7,51.4,1003.2,20.8,8.4
2024-09-09,São Paulo,28.0,"19,5",58.7,1010.5,12.5,
2023-11-29,São Paulo,18.3,13.6,65.8,1015.7,24.5,0.0
2024-03-14,São Paulo,19.4,"11,7",71.9,1009.1,0.3,0.0
2023-02-19,São Paulo,19.2,10.8,"81,5",1007.4,,0.0
2023-01-06,São Paulo,15.2,"11,5",71.7,1012.1,5.2,0.0
2024-06-13,São Paulo,32.5,21.0,64.8,1006.1,12.4,0.0
2023-08-23,São Paulo,27.2,16.5,59.2,1010.7,,0.0
2024-05-01,São Paulo,23.9,12.3,"62,1",1014.8,43.4,0.0
2024-10-30,São Paulo,"21,3",11.2,73.2,1015.5,5.7,11.3
2024-05-12,São Paulo,25.9,18.2,62.0,1007.9,2.5,0.0
2024-10-27,São Paulo,"19,0",15.0,69.0,1011.6,26.9,0.0
2023-04-17,São Paulo,22.0,17.6,74.2,1011.8,20.7,0.0
2024-03-19,Sao Paulo,"24,2","12,6",67.6,1011.7,7.1,0.0
2024-05-03,São Paulo,23.9,18.9,67.3,1012.1,2.3,0.0
2023-01-13,São Paulo,18.1,6.7,78.8,1011.8,16.7,0.0
2023-07-10,São Paulo,33.8,"18,4",63.3,1010.9,14.6,0.0
2023-10-10,São Paulo,26.6,"12,5",73.0,1013.1,3.2,0.0
2023-01-30,São Paulo,19.1,12.4,79.5,1013.3,8.6,0.0
2023-06-19,SÃO PAULO,29.3,20.2,56.1,1011.6,3.7,22.5
2023-06-30,São Paulo,32.6,20.5,"45,9",1019.4,23.9,0.0
2023-04-11,São Paulo,22.6,,66.0,1011.3,15.0,0.0
2023-07-17,São Paulo,29.1,19.6,60.8,1005.2,17.3,6.7
2024-05-10,São Paulo,28.5,18.4,58.7,1018.1,16.1,6.2
2024-12-21,São Paulo,18.3,11.3,68.0,1004.1,9.0,0.0
2024-01-09,São Paulo,19.9,"8,1",,1013.8,1.3,0.0
2024-10-18,São Paulo,21.8,12.8,71.8,1016.9,3.6,0.0
2024-10-10,São Paulo,24.9,18.1,71.5,1017.4,13.4,0.0
2024-04-05,São Paulo,23.6,15.9,60.2,1009.7,18.3,0.0
2024-02-18,São Paulo,"20,6",10.9,67.4,1009.0,17.1,1.2
2023-05-12,São Paulo,23.5,17.0,61.3,1003.5,5.4,0.0
,São Paulo,20.0,,75.3,1007.9,16.3,0.0
2024-03-10,São Paulo,22.5,10.5,66.5,1018.9,3.9,0.0
2023-08-04,São Paulo,31.9,20.4,62.7,1003.5,0.3,3.9
2024-07-09,São Paulo,29.3,17.6,56.1,1012.3,9.8,0.0
2024-07-20,São Paulo,29.6,18.8,61.3,1016.5,11.5,4.2
2024-04-19,São Paulo,25.7,"14,1","69,2",1011.9,12.7,13.5
2024-04-01,São Paulo,24.9,14.4,70.5,1022.6,2.7,0.0
2023-09-18,São Paulo,26.2,20.0,61.4,1009.7,7.1,0.0
2023-02-05,São Paulo,20.9,"10,5",105,1021.7,42.3,0.0
2023-11-06,São Paulo,25.7,11.5,74.0,1017.0,8.1,0.0
2023-10-04,São Paulo,,15.3,63.1,1013.1,21.7,0.0
2024-09-28,São Paulo,25.3,,56.3,1023.0,37.1,0.0
2024-10-16,São Paulo,25.2,15.1,70.6,1010.5,9.4,0.0
2024-09-14,São Paulo,27.6,18.2,71.1,1010.9,6.5,0.0
2024-01-29,São Paulo,19.2,9.8,75.6,1013.3,10.6,0.0
2023-04-18,São Paulo,23.4,"18,5",60.2,1011.0,34.4,0.0
2024-12-01,São Paulo,22.1,9.7,85.1,1010.3,15.1,0.0
2024-06-08,São Paulo,31.9,17.9,63.2,1013.6,12.8,0.0
2023-02-17,São Paulo,19.4,10.9,79.2,1017.9,20.6,2.5
2023-07-23,São Paulo,31.4,20.5,55.9,1011.2,9.7,1.3
2024-11-17,São Paulo,22.5,14.1,73.2,1014.6,,0.0
2024-09-23,São Paulo,31.8,13.7,71.3,1013.0,4.1,10.9
2023-01-22,São Paulo,16.5,8.2,81.9,1009.5,25.4,0.0
2024-02-07, são paulo ,20.3,"12,9",81.0,1009.7,16.5,0.0
2023-03-25,São Paulo,20.9,12.0,72.3,1007.9,5.7,25.2
2023-05-11,São Paulo,25.6,"14,5",64.8,1013.0,2.7,54.6
2024-02-20,São Paulo,19.6,11.8,89.0,,8.9,0.0
2023-10-14,São Paulo,24.8,14.7,66.7,1011.9,8.3,0.0
2023-05-04,São Paulo,28.8,17.0,"57,3",1011.8,16.3,0.0
2023-02-03,São Paulo,16.5,"10,9",72.8,1013.6,,0.0
2024-05-31,São Paulo,29.7,15.3,72.4,,8.3,26.9
2023-01-20,São Paulo,17.9,"10,0",83.3,1018.2,12.5,9.6
2024-11-18,São Paulo,24.0,14.0,76.3,1014.2,5.4,0.0
2023-08-08,São Paulo,28.0,16.5,54.6,1006.2,,0.0
2024-12-30,SÃO PAULO,15.7,11.9,74.1,1007.9,8.0,0.5
2024-04-26,São Paulo,28.3,15.6,"55,1",1012.0,2.6,0.0
2023-12-23,sao paulo ,19.0,7.6,82.1,1015.0,,0.0
2024-10-23,São Paulo,23.1,13.3,71.8,1009.7,8.1,20.4
2023-08-13,São Paulo,"29,5","21,9",57.9,1010.5,2.4,0.0
2023-04-03,São Paulo,21.7,10.1,64.0,1014.5,4.9,0.0
2023-06-01,São Paulo,26.0,16.5,63.4,1016.2,9.5,0.0
2024-12-27,São Paulo,18.9,"10,4",91.6,1016.6,33.9,7.0
2023-11-14,São Paulo,19.6,10.9,83.6,1010.6,16.7,0.0
2024-03-24,São Paulo,24.2,13.9,69.1,1012.6,7.7,0.0
2024-06-06,sao paulo ,31.6,19.4,57.5,1013.3,12.6,0.0
2023-10-07,São Paulo,"25,5",13.5,77.4,1014.3,18.4,0.0
2024-08-06,São Paulo,27.2,20.7,"54,7",1015.2,13.8,19.6
2024-08-27,Sao Paulo,27.1,22.1,68.3,1012.0,8.9,0.0
2023-12-16,São Paulo,22.0,11.1,66.9,1011.7,35.3,0.0
2024-01-10,sao paulo ,19.2,11.3,81.3,1014.8,34.4,0.0
2024-02-05,São Paulo,"18,0","9,8",,1015.9,15.7,0.0
2023-09-15,São Paulo,26.2,"17,0",56.9,1010.9,34.6,0.0
2023-03-14,São Paulo,18.7,13.0,87.5,,4.8,0.0
2023-07-15, são paulo ,28.0,19.7,49.4,1017.5,18.3,0.0
2024-04-28,São Paulo,26.6,11.3,57.0,1019.3,12.7,56.6
2023-05-18,São Paulo,"29,0",16.5,58.4,1009.4,7.1,0.0
2024-05-09,São Paulo,25.7,17.9,,1012.0,,72.8
2024-07-04,São Paulo,30.7,16.0,64.1,1005.9,,105.6
2024-04-07,São Paulo,19.7,15.6,"71,1",1010.7,2.8,0.0
2023-07-21,São Paulo,33.1,22.1,"70,8",1009.5,10.5,0.0
2023-11-09,São Paulo,25.4,13.2,80.8,1016.7,5.3,56.4
2023-10-18,São Paulo,23.2,15.4,66.4,1012.9,8.7,0.0
2023-07-09,São Paulo,"33,6",19.4,67.7,1006.9,19.6,0.0
2023-04-23,São Paulo,23.4,15.4,60.1,1011.0,12.0,0.0
2023-07-03,São Paulo,"32,3",,60.6,1015.0,,18.1
2023-06-02,SÃO PAULO,24.6,16.5,"58,7",1009.1,2.9,0.0
2023-11-22,São Paulo,22.0,12.3,66.4,1015.2,11.5,0.0
2024-12-04,São Paulo,19.3,11.6,85.1,1016.9,15.2,0.0
2023-02-14,São Paulo,19.0,11.0,"66,1",1012.6,7.5,18.7
2024-03-20,São Paulo,20.6,9.9,74.6,1012.1,9.5,0.0
2023-01-07,São Paulo,18.3,11.5,71.3,1009.7,1.6,43.9
2023-09-08,São Paulo,26.8,15.3,67.8,1016.0,20.7,9.2
2023-03-17,São Paulo,,12.3,64.9,1005.6,4.7,0.0
2024-05-27,São Paulo,"28,2",17.3,55.4,1012.3,5.2,0.0
2024-01-27,São Paulo,18.2,8.8,83.8,1014.8,420.0,0.0
2024-03-08,São Paulo,20.0,9.2,74.5,1012.4,7.4,0.0
2023-03-10,São Paulo,22.3,,79.3,1009.9,11.6,
2023-06-17,SÃO PAULO,30.1,20.2,67.7,1019.3,28.9,0.0
2024-12-31,Sao Paulo,"19,2",,"73,7",1010.4,1.9,0.0
2024-07-08,São Paulo,29.8,20.4,59.9,1011.1,10.7,39.4
2024-01-02,São Paulo,16.5,11.0,74.5,1019.0,10.0,0.0
2023-12-12,sao paulo ,14.5,"13,2","78,3",1015.5,5.5,0.0
2024-08-07,São Paulo,31.1,22.9,64.7,1011.1,15.0,20.6
2024-06-19,São Paulo,30.8,18.0,60.5,1020.4,12.3,-1.0
2024-02-03,São Paulo,19.5,6.5,83.4,1021.6,18.8,0.0
